text,sentiment,text_length,positive_score,negative_score,entity_count,adj_ratio,verb_ratio,noun_ratio,negation_flag
boingo connected without fuss this time but its slowern snail piss    mdw food count between concourses a and b,1,111,0.0,4.0,0,0.1,0.05,0.4,0
your saaaaafe with mee  epic times again last night  old friends and new friendships good way to kick off this month,2,116,3.0,0.0,2,0.217391304347826,0.0434782608695652,0.3043478260869565,0
monday at the school  gosshhh what ive been waiting for,2,55,0.0,0.0,1,0.0833333333333333,0.0833333333333333,0.0833333333333333,0
should have started working on this lecture much earlier  using tag clouds from google news to explain basics of content analysis,1,129,0.0,0.0,0,0.0,0.1818181818181818,0.2727272727272727,0
i know lame,0,11,0.0,2.0,0,0.3333333333333333,0.3333333333333333,0.0,0
_hansen darn  i just realised pull the other one would have been a far better response to your name suggestion,2,110,2.0,0.0,0,0.0909090909090909,0.0909090909090909,0.1818181818181818,0
hmm so late well its early for me ha,1,36,2.0,0.0,0,0.1111111111111111,0.0,0.0,0
definitely grass cutting   cole has committed himself to stacking wood for our neighbor as well past  days set is back too far,0,126,0.0,0.0,2,0.0,0.1666666666666666,0.1666666666666666,0
just found two very moldy and squishy reasons why non cracker based foods arent allowed in the play room when moms away,1,119,0.0,0.0,1,0.1304347826086956,0.1739130434782608,0.217391304347826,1
is on breakim so tired,0,22,0.0,2.0,0,0.2,0.0,0.2,0
i cant believe how tired i am right now i dont know if i can go out tonight   exhaaaausted,0,90,0.0,2.0,1,0.0454545454545454,0.1818181818181818,0.0454545454545454,1
the lost cost is a total plus  nutella is like peanut butter mixed with chocolatey goodness yumm,1,96,2.0,0.0,0,0.1111111111111111,0.0555555555555555,0.2222222222222222,0
ive always been a ppl person just hid behind bad self confidence for  long  u can do anything,1,93,0.0,2.0,0,0.1428571428571428,0.0952380952380952,0.1428571428571428,0
ooh really well you know youre always welcome,2,45,2.0,0.0,0,0.1111111111111111,0.2222222222222222,0.0,0
i saw the game not a huge cavs fan lol they pay refs but yaos out  the rest of playoffs so la is cruising to the wcf,1,116,6.0,0.0,0,0.0357142857142857,0.1428571428571428,0.2857142857142857,1
its nice to have no assignments for the night,2,45,2.0,0.0,1,0.0,0.0,0.3333333333333333,0
younger then mine so no problems here,2,37,0.0,3.0,0,0.1428571428571428,0.0,0.2857142857142857,0
thanks for coming in tonight  it made me so happy,2,49,5.0,0.0,1,0.0909090909090909,0.1818181818181818,0.1818181818181818,0
had such and amazing time last night mcfly were incredible,2,58,4.0,0.0,1,0.4,0.1,0.2,0
wearing purple with a passion by opi and i absolutely love it,2,61,4.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0
it looks like you have a lot of fun with lady gaga,2,50,6.0,0.0,0,0.0,0.1666666666666666,0.3333333333333333,0
finally get my hands on my laptop  just ate the biggest burrito de asada ever  and now im gonna get ready for the partyooo,1,122,0.0,0.0,0,0.0714285714285714,0.1428571428571428,0.1071428571428571,0
just got home yay  hi guys,1,26,0.0,0.0,0,0.0,0.1428571428571428,0.4285714285714285,0
i  love alexander william gaskarth,2,34,3.0,0.0,1,0.0,0.1666666666666666,0.0,0
happy mothers day to you beautiful,2,34,6.0,0.0,1,0.3333333333333333,0.0,0.3333333333333333,0
i wish you where going to be in the saga,1,40,1.0,0.0,0,0.0,0.2,0.1,0
i cried,0,7,0.0,2.0,0,0.0,0.5,0.0,0
the hills is gunna be so different gl with your designing etc,2,61,0.0,0.0,0,0.0833333333333333,0.0,0.3333333333333333,0
contemplating when to hand in my lovely car,2,43,3.0,0.0,0,0.125,0.25,0.125,0
you said you effed up your nose,0,31,0.0,0.0,0,0.0,0.2857142857142857,0.1428571428571428,0
bugger didnt know that  shame people have to stick there nose in,0,64,0.0,2.0,0,0.0,0.2142857142857142,0.2142857142857142,1
i hate my life big time its sooo poop gode i ould cry,1,53,0.0,3.0,0,0.1538461538461538,0.1538461538461538,0.3076923076923077,0
bout tuh head out an find sum wher tuh go an chill,2,50,0.0,0.0,0,0.1666666666666666,0.0833333333333333,0.5,0
whew did some more vacuuming what a good time you should vacuum,2,63,3.0,0.0,0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0
wow you might be countering the benedryl with your enthusiasm,2,61,4.0,0.0,0,0.0,0.1,0.2,0
that was a fun show grabbing a bite to eat now,2,46,4.0,0.0,0,0.0909090909090909,0.1818181818181818,0.1818181818181818,0
doing dishesi miss my kitchen team,0,34,0.0,2.0,1,0.0,0.3333333333333333,0.5,0
bye tekzilla then revision,1,26,0.0,0.0,0,0.0,0.0,0.5,0
just kidding its standing room only,1,35,0.0,0.0,0,0.0,0.1666666666666666,0.3333333333333333,0
i missed  giving away a ttc code,0,32,0.0,2.0,0,0.0,0.25,0.125,0
got back from the embassy missing one paper  go again on mondaygood luck me,2,75,1.0,0.0,1,0.0666666666666666,0.2,0.2,0
careful the cops dont mistake you and your kids for criminals  i hear there is some indiscrimate shooting going on,1,114,0.0,3.0,0,0.0454545454545454,0.1818181818181818,0.2272727272727272,1
hey steve   i think you are such an awesome actor i love every movie you are in and i love the office,2,101,10.0,0.0,1,0.0434782608695652,0.1304347826086956,0.1304347826086956,0
lol sorry too  funny,1,20,6.0,0.0,0,0.4,0.0,0.0,0
that just doesnt sound appetizing,0,33,0.0,0.0,0,0.1666666666666666,0.1666666666666666,0.0,1
oh thank you thank you was hoping the video will be online,2,58,6.0,0.0,0,0.0,0.25,0.0833333333333333,0
not looking forward to the upcoming weekmy better half will be gone all that time its truly gonna suck big time,0,111,0.0,0.0,1,0.1818181818181818,0.1818181818181818,0.1363636363636363,1
i do that all the time no biggie,1,32,0.0,1.0,0,0.0,0.125,0.25,0
oi  i love you,2,14,3.0,0.0,0,0.0,0.2,0.0,0
is sooo tired and too busy to tweet  im glad the weekend is here yay  dayweekend,2,80,1.0,0.0,1,0.1578947368421052,0.1578947368421052,0.1578947368421052,0
_bones four capital letters aye boy same as that i heart justice,1,64,2.0,0.0,1,0.0769230769230769,0.0769230769230769,0.4615384615384615,0
jackson rathbone,1,16,0.0,0.0,1,0.0,0.5,0.0,0
can you give me the link for the kimba diaries please,1,53,1.0,0.0,0,0.0,0.1818181818181818,0.2727272727272727,0
feelin somewhat down ugh i dont want to have an exam oh well  days baby,0,71,0.0,1.0,1,0.0,0.1176470588235294,0.1764705882352941,1
happy birthday  i didnt get you anything but you have my best wishes,2,68,7.0,0.0,0,0.1333333333333333,0.1333333333333333,0.1333333333333333,1
new pollster data on party identification in the united states  democratic  independent  republican  ouch,0,105,0.0,1.0,2,0.1666666666666666,0.0,0.2222222222222222,0
check it out check it out check it out,1,38,0.0,0.0,0,0.0,0.3333333333333333,0.0,0
i dont wanna work,0,17,0.0,0.0,0,0.0,0.4,0.0,1
ah sorry to hear your trip was canceled,0,39,0.0,1.0,0,0.125,0.25,0.125,0
ugh boring friday,0,17,0.0,5.0,1,0.0,0.0,0.0,0
strange day  i forget all what i can,0,36,0.0,2.0,0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0
still at home goodness,2,22,3.0,0.0,0,0.0,0.0,0.5,0
its been  days without gasthe gas company turned it off to do maintenance i cant cook,1,85,0.0,0.0,0,0.0555555555555555,0.1666666666666666,0.2222222222222222,1
loved ap tour in columbus oh last night im still exhausted goin to bed now so sweet dreams gnight,1,97,4.0,0.0,1,0.15,0.15,0.3,0
looking for the  in coal harbour cant find it,0,45,0.0,0.0,0,0.0,0.1818181818181818,0.1818181818181818,1
lying with my new lab pup on my lap,1,35,0.0,0.0,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0
i know we need it but im not a fan of daily rainhumidity  im a native ill enjoy dry while it lasts,2,98,3.0,0.0,1,0.16,0.2,0.12,1
why does it randomly hangup on me,1,33,0.0,0.0,0,0.0,0.1428571428571428,0.0,0
cant paint anymore because of the light,1,39,0.0,0.0,0,0.0,0.125,0.125,1
lol thats from last winter only a few months ago december im in seattle felt like siberia this last winter,1,106,5.0,0.0,5,0.1363636363636363,0.0909090909090909,0.1818181818181818,0
chang thay anh online gi ca,1,27,0.0,0.0,2,0.0,0.0,0.1666666666666666,0
the sweety sat on the table this morningjust woke up very sweet ohbtwi think ill be home around  pm,2,99,0.0,0.0,1,0.15,0.2,0.25,0
is sad that piggy died,0,22,0.0,5.0,1,0.2,0.2,0.2,0
stood outsiden got the worst butterflies everrrrr,0,49,0.0,3.0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0
watching an episode of friends during the lunch break,1,53,0.0,0.0,0,0.0,0.1111111111111111,0.4444444444444444,0
about to have lunch with _deakin meeting with the prof didnt go too badly,2,73,0.0,3.0,1,0.0,0.125,0.25,1
happy mothers day hahaha,2,24,6.0,0.0,0,0.25,0.0,0.25,0
will be practicing my smile todayits gunna be big,1,49,3.0,0.0,0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0
well im gonna go shower now gotta get rdy  movies in a couple hours   byeee     esther     pss i miss u katherine,1,113,0.0,2.0,2,0.0357142857142857,0.1785714285714285,0.25,0
why are you sad,1,15,0.0,2.0,0,0.25,0.0,0.0,0
respect to  for the heineken man bag,2,36,2.0,0.0,0,0.125,0.0,0.375,0
listening to am teddy picker  she saw it and she grabbed it and it wasnt what it seemed,0,87,0.0,0.0,1,0.0,0.25,0.0,1
_assassin  sucks about your cat hope you guys feel better,1,57,1.0,0.0,0,0.0833333333333333,0.1666666666666666,0.25,0
little louisa is number  trying to get number one,1,49,0.0,0.0,2,0.1,0.2,0.3,0
minutes left before my flannel hobbit shoes get wet  rain pls go away,0,69,0.0,0.0,1,0.0714285714285714,0.2142857142857142,0.3571428571428571,0
jonas brothers concert  was greaattt,2,36,0.0,0.0,1,0.0,0.0,0.1666666666666666,0
thinks lamb chops would be really nice right about now or maybe some sushi  mmm maybe just an ice lolly cos its so  hot,1,119,3.0,0.0,0,0.1153846153846153,0.0384615384615384,0.0769230769230769,0
fc is back dear,1,15,2.0,0.0,0,0.25,0.25,0.0,0
one of the worst days of my life,0,32,0.0,3.0,2,0.125,0.0,0.25,0
sunburnt again,0,14,0.0,0.0,0,0.0,0.5,0.0,0
spending a weekend doing nothing but being domestic  you said it,1,64,0.0,0.0,0,0.0833333333333333,0.25,0.0833333333333333,0
sounds like my kinda day,2,24,2.0,0.0,0,0.2,0.2,0.2,0
feel like am at one of those gyms where the machines work you rather than you them,1,82,2.0,0.0,0,0.0,0.1176470588235294,0.1176470588235294,0
sounds lovely hope you have a great day,2,39,8.0,0.0,1,0.25,0.125,0.25,0
youre welcome,1,13,2.0,0.0,0,0.3333333333333333,0.3333333333333333,0.0,0
_ cool i wish i could av gone  da  he did where i live but i couldnt,0,68,2.0,0.0,0,0.0,0.2,0.0,1
i miss justin timberlakes voice i want him to make new album again,0,66,0.0,1.0,1,0.0769230769230769,0.2307692307692307,0.2307692307692307,0
wow you really are a pretty talented lady most impressed,2,56,8.0,0.0,0,0.1,0.1,0.1,0
im so stressed out  will anything get any better sigh,0,53,0.0,2.0,0,0.0833333333333333,0.25,0.0833333333333333,0
loves fatty take away nights yummy  then coming home and facespacing with my roomies,2,84,6.0,0.0,1,0.0666666666666666,0.2,0.1333333333333333,0
im doin my tweets on my phone so i have on clue how to reply to anyone but thank u fiercemichi as soon as i can ill check it out,2,128,0.0,0.0,0,0.032258064516129,0.1612903225806451,0.0967741935483871,0
get me one of those and maybe next time,1,39,0.0,0.0,1,0.1111111111111111,0.1111111111111111,0.1111111111111111,0
its payday yay for all the good it does bills bills billsim broke again already,1,79,2.0,0.0,1,0.0,0.1333333333333333,0.2666666666666666,0
lol good morning  ran  milles  hit the gym  have a great day,2,60,9.0,0.0,2,0.125,0.1875,0.25,0
hiya how are you doing today,1,28,0.0,0.0,1,0.0,0.1666666666666666,0.1666666666666666,0
peewee is napping on the couch,1,30,0.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0
last day for seniors bye bff,0,28,0.0,0.0,1,0.1666666666666666,0.1666666666666666,0.3333333333333333,0
enough studyingwhew time for sleep,1,34,0.0,0.0,0,0.2,0.0,0.6,0
yesterday i heard a song about taking a base onto a plane can someone help me find it i dont know anything else about it,1,120,2.0,0.0,1,0.0,0.1923076923076923,0.1538461538461538,1
man my sinuses r really buggin me this morning,0,46,0.0,0.0,1,0.0,0.1111111111111111,0.3333333333333333,0
i am so sad,0,11,0.0,2.0,0,0.25,0.0,0.0,0
ok  star trek fans have given the new movie good reviews  getting very excited,2,78,6.0,0.0,0,0.1875,0.125,0.25,0
soooo bummed im missing the blockparty again havent been able to get the app to listen on my iphone,1,99,0.0,2.0,1,0.0476190476190476,0.1904761904761904,0.1428571428571428,1
oh i forgot they weighed me at the dr i am at my highest weight ever,0,68,0.0,1.0,0,0.0625,0.125,0.125,0
just loves having proper inet back,2,34,3.0,0.0,0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0
i wish we could have seen you girls today well besides from across the crowd haah hope you had fun,2,98,7.0,0.0,0,0.0,0.2,0.2,0
i spoke but when niggas be looking at ya crazi all the time u just stop  plus i always used to see yall when i just wanted,1,122,0.0,6.0,1,0.0,0.2068965517241379,0.1034482758620689,0
reyt fancies a valentinos worst of times considering i cant have any,0,68,0.0,3.0,0,0.0769230769230769,0.2307692307692307,0.1538461538461538,1
hasnt shipped yet  i wont get over there until at least  ill call you,1,69,0.0,2.0,0,0.1111111111111111,0.1111111111111111,0.0555555555555555,1
good morning nyc if i werent broke i would have landed there yesterday afternoon,1,80,2.0,0.0,3,0.1333333333333333,0.0666666666666666,0.2,1
i made a myspace for twitter with the name the twitter kingdom here is the link    join me,1,90,1.0,0.0,0,0.0,0.1052631578947368,0.3157894736842105,0
i took my yearbook photo earlier at school and i dont think that it will turn out great,0,87,3.0,0.0,0,0.0526315789473684,0.1578947368421052,0.1578947368421052,1
hee hee i only holiday in the gutter try to get there once a week at least welcome lol,2,86,5.0,0.0,2,0.0526315789473684,0.1578947368421052,0.2105263157894736,0
is still pretty depressed about losing her hello kitty necklace,0,63,0.0,4.0,0,0.1,0.1,0.2,0
thinking about all of the cleaning and organizing that needs to be done over the weekend,1,88,0.0,0.0,1,0.0,0.1875,0.1875,0
sorting out twitter issuesvery frustrated that you cant talk to someone and they respond slowly to issues  capacity the challenges,0,130,0.0,2.0,0,0.0,0.1818181818181818,0.2272727272727272,1
yeah  he was  and scoreless tonight,0,35,1.0,0.0,1,0.0,0.125,0.125,0
bought my dress yesterday  only  more days til chris is home so excited gavin has his first tooth,2,97,3.0,0.0,3,0.15,0.1,0.25,0
i need a code,1,13,0.0,0.0,0,0.0,0.25,0.25,0
not,1,3,0.0,0.0,0,0.0,0.0,0.0,0
you just noticed this about girls  welcome to adulthood,1,55,2.0,0.0,0,0.0,0.3,0.1,0
rain  oh well its still friday,1,30,0.0,0.0,1,0.0,0.0,0.2857142857142857,0
i have just read up on lactose stuff and i can eat hard cheese there is no lactose in it jumps of joy this rainy day yay,2,120,0.0,0.0,0,0.1111111111111111,0.1481481481481481,0.2222222222222222,0
_sockso_o im sorry shannon,0,26,0.0,1.0,0,0.3333333333333333,0.3333333333333333,0.0,0
watching finding nemo with my nephew so cute,2,44,2.0,0.0,0,0.0,0.25,0.25,0
wolverine was a bit short waiting for cat to get dressed then off to york for the day,1,85,0.0,0.0,1,0.0555555555555555,0.1666666666666666,0.2222222222222222,0
is working   i am so happy my job is a radio and not anything physically exhausting,2,83,3.0,0.0,0,0.1176470588235294,0.0588235294117647,0.1176470588235294,1
thanks twilight i know we love canon,2,36,5.0,0.0,0,0.0,0.2857142857142857,0.2857142857142857,0
omg youve never seen the ring its a creppy  movie,0,49,0.0,0.0,0,0.0833333333333333,0.0833333333333333,0.25,1
oh he is so cute is he in uniteddogscom poppy is there,2,54,2.0,0.0,0,0.0833333333333333,0.0,0.0,0
im gonna cryyy my car looked so good clean and its  raining i always do thiswash it right before it rains,1,105,5.0,0.0,0,0.0833333333333333,0.2083333333333333,0.0833333333333333,0
may the fourth be with you  happy star wars day,2,47,3.0,0.0,1,0.1818181818181818,0.0,0.2727272727272727,0
chroma key coolness  when are the cumulus seminars going online couldnt see the live feed here,1,94,0.0,0.0,0,0.1666666666666666,0.1111111111111111,0.2222222222222222,1
is that like planes trains and automobiles  best of luck juan pelota,2,68,8.0,0.0,1,0.0769230769230769,0.0,0.2307692307692307,0
sweet dreams,2,12,3.0,0.0,0,0.5,0.0,0.5,0
ready to go home   more hrs of wrk,1,34,0.0,0.0,0,0.1111111111111111,0.1111111111111111,0.2222222222222222,0
the drs in beverly hillsdoctors scare  out of me,0,48,0.0,2.0,0,0.0,0.1,0.1,0
i need a job that can pay off all my hospital bills i have been very sick lately,0,80,0.0,3.0,0,0.0555555555555555,0.1111111111111111,0.1666666666666666,0
this is not a happy tweet,0,25,3.0,0.0,0,0.1666666666666666,0.0,0.1666666666666666,1
apple has done some impressive things for my almost  year old macbook except when i poured coffee into the keyboard,2,115,3.0,0.0,2,0.0952380952380952,0.0952380952380952,0.2857142857142857,0
yay im glad that im not the only one who is about to sign away their soul to twitter and facebook  welcome,2,106,5.0,0.0,0,0.12,0.24,0.08,1
hello stmfan  another one thats cool i dont know one fan of them in person only via the net  so how are you,1,107,4.0,0.0,0,0.037037037037037,0.1111111111111111,0.1481481481481481,1
sigh my metal friends keep planning stuff on sunday afternoons when im at work feeling like im losing touch with them,0,117,0.0,2.0,1,0.0,0.2608695652173913,0.2608695652173913,0
counting the minutes when my dads gfriend is leaving,1,52,0.0,0.0,1,0.0,0.3333333333333333,0.2222222222222222,0
_elmo_ awhh you alright,1,23,0.0,0.0,0,0.0,0.0,0.5,0
so its superstar sunday  is one superstar i know   sunday,1,57,0.0,0.0,3,0.0,0.0833333333333333,0.1666666666666666,0
_ i know   my bg looks emo now  lol,1,35,3.0,0.0,0,0.0909090909090909,0.1818181818181818,0.0909090909090909,0
im wishing that i had the weekend off so i can go to sol,2,56,1.0,0.0,1,0.0,0.2,0.0666666666666666,0
nearly finished angels and demons awesome book feel so lame for only reading it now,1,83,2.0,0.0,0,0.1333333333333333,0.2,0.2,0
the ordered me a new blackberry to arrive tues i may die between now and them without phone  i have withdraws already,0,117,0.0,3.0,0,0.0434782608695652,0.1739130434782608,0.1739130434782608,0
i like how no matter how much fun im having i need a hug a bowl of ramen and a comfy blanket as soon as i get home,2,114,8.0,0.0,0,0.0689655172413793,0.1379310344827586,0.2068965517241379,1
dang i just dropped some of my subway on da floor ahh the sec rule passed already,0,81,0.0,1.0,2,0.0,0.1176470588235294,0.2352941176470588,0
fine thanks not long now till christmasim excited,2,49,7.0,0.0,0,0.125,0.125,0.125,1
good morning  plan for the day church followed by f  lunch at mum  dads then dm discussions of star trek,1,104,3.0,0.0,3,0.0434782608695652,0.0869565217391304,0.3478260869565217,0
_chiel welli would love to have a zoo p dont think i can be there sunday  but sometime i will i want to,2,103,4.0,0.0,2,0.0,0.1538461538461538,0.0769230769230769,1
ok so i did shed a few tears watching the preview for next weeks medium im so scared im so addicted to this show i love it,1,122,0.0,1.0,1,0.1724137931034483,0.1724137931034483,0.1379310344827586,0
its so not like me  im in the middle of coordinating a point move stuff from il  old nyc apt  all stuff  new apt,1,112,2.0,0.0,2,0.1034482758620689,0.0689655172413793,0.1724137931034483,1
im in love wit this fool from college hill,2,42,1.0,0.0,0,0.0,0.1,0.3,0
watching the kids eating an ice cream,1,37,0.0,0.0,0,0.0,0.2857142857142857,0.4285714285714285,0
hahaha im broke i need money  sighh,1,35,2.0,0.0,1,0.1111111111111111,0.2222222222222222,0.2222222222222222,0
haha i fail  just remember sohcahtoa xd,1,39,1.0,0.0,0,0.0,0.125,0.25,0
this is original from yours truly  if you want to become wealthy learn the things most ppl say they dont have time for me,1,121,3.0,0.0,0,0.0769230769230769,0.1923076923076923,0.0769230769230769,1
oh noes the tv is broken  no red standby light or anything checked the plug fuse now to the inside,0,98,0.0,2.0,0,0.0952380952380952,0.1428571428571428,0.238095238095238,0
what the heck why whats going on,0,32,0.0,0.0,0,0.0,0.125,0.0,0
my love we still havnt done lunch together like we said we would i miss you my friend,1,85,4.0,0.0,0,0.0,0.1666666666666666,0.1666666666666666,0
im giving my sis a show at my crib sunday shes an incredible jewelry designer but youll be gone,2,95,0.0,0.0,1,0.0454545454545454,0.1363636363636363,0.2272727272727272,0
bonfires are my fave,2,20,0.0,0.0,0,0.25,0.0,0.25,0
i am saving for a ipod touch a tb external and a ram upgrade no more morning coffees,1,84,0.0,1.0,1,0.1666666666666666,0.0555555555555555,0.2777777777777778,1
aww thanks hopefully it is,2,26,4.0,0.0,0,0.0,0.2,0.2,0
im exhausted  new song one day on myspace check out,0,51,0.0,2.0,1,0.1666666666666666,0.1666666666666666,0.25,0
heres the link  ill be talking to you on hereeeeee about it during the movie x,1,78,0.0,2.0,0,0.0588235294117647,0.1176470588235294,0.2352941176470588,0
so nice how natalie taught jameson why,2,38,3.0,0.0,0,0.1428571428571428,0.1428571428571428,0.0,0
feeling rather peckishno dinner for at least  hours  wah,1,56,1.0,0.0,1,0.1818181818181818,0.0909090909090909,0.2727272727272727,0
if i could only update my status in just one place,1,50,0.0,0.0,1,0.0,0.0909090909090909,0.1818181818181818,0
had to come in was baking out there and have slight headache now,0,64,0.0,2.0,0,0.0769230769230769,0.3076923076923077,0.0769230769230769,0
miss my bestfriend  now she left school,0,39,0.0,2.0,0,0.0,0.25,0.25,0
bring it on in it to win it is the best movie ever  u are the best actress singer dancer and role model ever xoxo,2,113,13.0,0.0,0,0.0769230769230769,0.0769230769230769,0.2692307692307692,0
woke up dreaming i met my hero author anne rice  her son author christopher rice i was in such euphoria perhaps i would someday,2,127,5.0,0.0,2,0.04,0.12,0.2,0
gonna dream about my prince charming tonight n see if everything goes back to normal i really hope so,2,101,6.0,0.0,2,0.05,0.25,0.1,0
its gonna be a beautiful day,2,28,3.0,0.0,0,0.1428571428571428,0.0,0.2857142857142857,0
its raining its pouringwhere is my spooning  buddy,1,50,0.0,0.0,0,0.0,0.2222222222222222,0.2222222222222222,0
just finished watching hes just not that into you  loved it,2,59,3.0,0.0,0,0.0,0.3076923076923077,0.0,1
they already are in my books,1,28,0.0,0.0,0,0.0,0.0,0.1666666666666666,0
is sad cuz my mommy leaves to indy today,0,40,0.0,2.0,1,0.1111111111111111,0.1111111111111111,0.2222222222222222,0
taking a load of old broken concrete to the landfill tried to find a recycler,1,77,0.0,1.0,0,0.0666666666666666,0.2666666666666666,0.2666666666666666,0
yes hindustan rocks dude dunia mein asay koi fusion nehi milegi,2,63,1.0,0.0,1,0.0,0.1818181818181818,0.2727272727272727,0
i know ridiculous we never got to hang out  i love chicago and want to go shopping so a trip sounds like fun,2,108,7.0,0.0,1,0.0416666666666666,0.3333333333333333,0.0833333333333333,1
hello beautiful hows mariahs baby jackie still isnt talkin to me i called her n left her a message the other day,1,112,3.0,0.0,0,0.125,0.125,0.1666666666666666,1
watir in,1,8,0.0,0.0,0,0.5,0.0,0.0,0
ha ha ha  i know love it love him,2,33,12.0,0.0,0,0.0,0.3,0.0,0
hahaha yes i do,1,15,4.0,0.0,1,0.0,0.25,0.0,0
i dont understand sensexbut wow,1,31,4.0,0.0,0,0.1666666666666666,0.1666666666666666,0.0,1
its so hard letting her go and seeing her cry,0,45,0.0,2.0,0,0.0,0.3,0.1,0
is saving up till hk,1,20,0.0,0.0,0,0.0,0.2,0.0,0
sees the finish line disappearing in a plethora of emails    wah,0,64,0.0,0.0,0,0.0,0.1666666666666666,0.3333333333333333,0
wowzer its very windy not good for my allergies,0,47,0.0,2.0,0,0.2222222222222222,0.0,0.1111111111111111,1
finally home tomorrow is day  of amazing,2,40,4.0,0.0,1,0.125,0.0,0.25,0
culture is increasing in indiagovt has to make new laws such as wat will be charges if a boy tease a boy nd wat if a boy rapes a boy,1,132,0.0,2.0,0,0.0666666666666666,0.2,0.3,0
very much much much mash more please,2,36,1.0,0.0,0,0.1428571428571428,0.0,0.1428571428571428,0
yes i can talk friench and in my picture this is me in france   now  im in london and soon im going to la,1,105,1.0,0.0,2,0.0,0.1071428571428571,0.0714285714285714,0
ok peeps have good morning im going to bed    hit me up later,2,61,3.0,0.0,0,0.1333333333333333,0.2,0.2,0
happy mothers day everybody,2,27,3.0,0.0,1,0.25,0.0,0.5,0
ok just noticed it is in theatres now  dont know when its showing in vancouver though,1,85,0.0,0.0,0,0.0,0.1111111111111111,0.1666666666666666,1
_marie better than hudgens  omg our song came on on shuffle what would you do  city high,1,88,2.0,0.0,0,0.1,0.15,0.2,0
woo hoo  i made it to one of your favorites  see mondays rock,2,61,5.0,0.0,1,0.0,0.1333333333333333,0.2,0
just watched the movie the holiday i had forgotten what a feel good movie it was  lovely evening,2,96,5.0,0.0,0,0.1052631578947368,0.1578947368421052,0.2105263157894736,0
i like light out walls up  shatterd the most great work germany must get to know you asap,2,89,5.0,0.0,1,0.0526315789473684,0.2105263157894736,0.2105263157894736,0
so glad its friday only  week of schol left  im glad its almost summer though,2,77,6.0,0.0,3,0.1111111111111111,0.1111111111111111,0.1666666666666666,0
omg i want to go to the beach,1,29,1.0,0.0,0,0.0,0.25,0.125,0
time to hit the study notes prep for fridays exam,1,49,0.0,0.0,1,0.1,0.1,0.5,0
shattered pwg botched his hybrid dolphin shirt order and sent him xl,0,68,0.0,2.0,0,0.0833333333333333,0.25,0.3333333333333333,0
has a head cold,1,15,0.0,0.0,0,0.25,0.25,0.25,0
happy robbie drank a good bit as long as he doesnt wake up sick,1,63,4.0,0.0,0,0.2,0.1333333333333333,0.0666666666666666,1
google wave looks cool i should be working for these guys i came up with some of these ideas years ago,2,102,1.0,0.0,2,0.0476190476190476,0.1428571428571428,0.1428571428571428,0
wow great promo for orbicule is there an english translation somewhere my norwegian isnt that good,1,98,10.0,0.0,2,0.1764705882352941,0.0,0.2352941176470588,1
i miss you so mucho,0,19,0.0,2.0,0,0.0,0.2,0.2,0
i had a dream there was some kind of bug on my eye,1,50,1.0,0.0,0,0.0,0.1538461538461538,0.3076923076923077,0
nicks voice still makes me wanna kill things,0,44,0.0,3.0,0,0.0,0.25,0.5,0
that reminds me i need to pick up a mask mrw thanks  i prefer not to take meds because i will b addicted,2,104,2.0,0.0,1,0.0416666666666666,0.25,0.125,1
i think taylor laughtner and selena gomez are the cutest couple i love them both just read it on m my fave mag,2,110,3.0,0.0,3,0.0869565217391304,0.1304347826086956,0.1304347826086956,0
i feel your pain dont you hate those days,1,41,0.0,5.0,0,0.0,0.2,0.2,1
happy mothers day will be going out later at  pm to watch a well renowned group of singers,2,90,3.0,0.0,2,0.1052631578947368,0.1052631578947368,0.2631578947368421,0
got my grubby paws on a live recording of paramore you have to hear its better than chocolate,2,93,2.0,0.0,0,0.1111111111111111,0.1666666666666666,0.2777777777777778,0
fire call today missed it,0,25,0.0,4.0,1,0.0,0.2,0.6,0
trying to get into the groove of studying  heeelllppppp meeeeeeee,1,65,0.0,0.0,0,0.0909090909090909,0.2727272727272727,0.1818181818181818,0
no boby will not talk  me,1,25,0.0,1.0,0,0.0,0.1428571428571428,0.1428571428571428,1
i was talking with my best friend ãââ½ureo about iphones rio de janeiro and valentines day in brazil he has a girlfriend and iãââ½m not,1,135,4.0,0.0,1,0.08,0.12,0.2,1
alone  home nice  very nice,2,27,4.0,0.0,0,0.2857142857142857,0.0,0.1428571428571428,0
im not off till,1,15,0.0,0.0,0,0.0,0.2,0.0,1
i know  its nice haha,2,21,6.0,0.0,0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0
this weekend was a very relaxing one i was at my cousins place and watch a tv series tru calling really cool,2,108,1.0,0.0,1,0.0909090909090909,0.0909090909090909,0.3181818181818182,0
is going to get a full nights sleep tonight so her arm can get better its no fun being forced to use your left hand,0,115,0.0,2.0,1,0.12,0.2,0.24,0
